FullName,NOM,PRENOM,ADRESSE,CODE_POSTAL,LOCALITE,GOUVERNORAT,SPECIALITE,CATEGORIE_PRESTATAIRE,APC,NameAr,Delegations_Name,Delegations_NameAr,Delegations_Value,Delegations_Latitude,Delegations_Longitude
MYRVAT DJAVANMARDI,DJAVANMARDI,MYRVAT,RUE HABIB THAMEUR,8100,JENDOUBA,JENDOUBA,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,مدنين,JENDOUBA (Ain El Khararib),جندوبة (عين الخراريب),JENDOUBA,36.5015,8.7805
IBTISEM BEN DJEMIA,BEN DJEMIA,IBTISEM,BAB  BRIKCHA,5000,MONASTIR,MONASTIR,CHIRURGIE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,قابس,MONASTIR (Monastir),المنستير (المنستير),MONASTIR,35.7644,10.8
SOUFYEN SAYEH,SAYEH,SOUFYEN,HANNIBAL MEDICAL CENTER,1053,LES BERGES DU LAC,TUNIS,UROLOGIE,CABINET DE KINESITHERAPIE,NON,زغوان,LA MARSA (Berge Du Lac),المرسى (ضفاف البحيرة),LA MARSA,36.8775,10.3275
RAGHEB BELLOUM,BELLOUM,RAGHEB,47 RUE SLEHEDDINE BOUCHOUCHA 1ER ETAGE,2026,SIDI BOUSAID,TUNIS,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,صفاقس,CARTHAGE (Sidi Bousaid),قرطاج (سيدي بوسعيد),CARTHAGE,36.8536,10.3256
SALSABIL SDIRI EP. JAMAI,SDIRI EP. JAMAI,SALSABIL,Centre Medical Bourguiba 1 Etage A pp B3 Mutuelleville1082,1082,CITE MAHRAJENE,TUNIS,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,قفصة,EL MENZAH (Cite Caravelles),المنزه (حي كارافال),EL MENZAH,36.8528,10.1703
NAOUEL BEN  ZITOUN,BEN  ZITOUN,NAOUEL,RUE RAZI IMMEUBLE HOUIMEL CITE COMMERCIALE MSAKEN,4070,M'SAKEN,SOUSSE,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,بن عروس,MSAKEN (Msaken),مساكن (مساكن),MSAKEN,35.7275,10.5803
FERIEL EL KLAI,EL KLAI,FERIEL,76 RUE KHALED IBN WALID -AIN ZAGHOUANE NORD-,2045,CITE M'HIRI,TUNIS,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,سيدي بوزيد,LA MARSA (Cite El Mhiri),المرسى (حي المهيري),LA MARSA,36.8775,10.3275
MOHAMED MOUNIR MESSAOUI,MESSAOUI,MOHAMED MOUNIR,"27, Avenue Habib Bourguiba",2090,MORNAG,BEN AROUS,MEDECINE GENERALE,OFFICINE DE JOUR,NON,سوسة,MORNAG (Ahmed Zaied),مرناق (أحمد زايد),MORNAG,36.6783,10.275
ABDELLAZIZ zghal ep sellami,zghal ep sellami,ABDELLAZIZ,RTE MAHDIA KM 8.5 AVE ERRACHED,3011,SAKIET EDDAIER,SFAX,OPHTALMOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,سليانة,SAKIET EDDAIER (Cite De Le Liberte),ساقية الدائر (حي الحرية),SAKIET EDDAIER,34.7956,10.7767
MOHAMED EL MEHDI BEN YOUSSEF EP. GHOMMIDH,BEN YOUSSEF EP. GHOMMIDH,MOHAMED EL MEHDI,INSTITUT MOHAMED KASSAB,1000,TUNIS RP (VILLE),TUNIS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,أريانة,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
RAIS BOUNASRI,BOUNASRI,RAIS,RTE AIEN KM 2.5 ESPACE EL ALIA ETAGE 1 N° 1,3051,MERKEZ EL ALIA,SFAX,PHYSIOTHERAPIE,CABINET DE CHIRURGIE DENTAIRE,NON,نابل,SFAX VILLE (Merkez El Alia),صفاقس المدينة (مركز العالية),SFAX VILLE,34.7406,10.76
ACHRAF MED NAEL,MED NAEL,ACHRAF,131 AVENUE 20 MARS,2000,BARDO,TUNIS,MEDECIN DENTISTE,LABORATOIRE D'ANALYSES,NON,المنستير,EL OMRANE (Ras Tabia),العمران (رأس الطابية),EL OMRANE,36.8167,10.1667
GHIZLANE MAZZI,MAZZI,GHIZLANE,218 AV. HABIB BOURGUIBA,8011,DAR CHAABANE,NABEUL,MEDECIN DENTISTE,CENTRE D'IMAGERIE MEDICALE,NON,باجة,DAR CHAABANE ELFEHRI (Bayoub),دار شعبان الفهري (بايوب),DAR CHAABANE ELFEHRI,36.4667,10.7667
MAKRAM TOUZRI,TOUZRI,MAKRAM,RESIDENCE  YASMINE  BLOC A  N 16 EL MANAR 1,2092," EL MANAR (I, II, III)",TUNIS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,سوسة,EL MENZAH (Cite Des Medecins),المنزه (حي الأطباء),EL MENZAH,36.8528,10.1703
YOUNES GUEDRI,GUEDRI,YOUNES,av de syrie slimen erriadh,2084,SELTENE,BEN AROUS,PEDIATRIE,CABINET MEDICAL INDIVIDUEL,NON,تطاوين,HAMMAM CHATT (Borj Cedria),حمام الشط (برج السدرية),HAMMAM CHATT,36.7167,10.4167
ABDELMONAEM ABDELKHALEK,ABDELKHALEK,ABDELMONAEM,Rue Hassen ibn Noomen centre DORRA   rez-de-chaussée,9000,BEJà VILLE,BEJA,PEDIATRIE,CABINET MEDICAL INDIVIDUEL,NON,الكاف,BEJA NORD (Cite Pont Trageon),باجة الشمالية (حي جسر طراجيون),BEJA NORD,36.7256,9.1817
HAMI EDDINE HASSINE,HASSINE,HAMI EDDINE,Saouaf,1115,SAOUAF,ZAGHOUAN,CARDIOLOGIE,MINISTERE DE L'INTERIEUR,NON,القصرين,SAOUEF (Charchara),صواف (شرشارة),SAOUEF,36.25,10.0167
SAIDA BEN ALI TEKA,TEKA,SAIDA BEN ALI,"84, AV HABIB BOURGUIBA AU DESSUS MAGASIN AZIZA",6020,EL HAMMA DE GABES,GABES,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,تطاوين,EL HAMMA (El Hamma),الحامة (الحامة),EL HAMMA,33.888,9.795
zinelabedine BARNOUS,BARNOUS,zinelabedine,"11, RUE CHARLES DE GAULLE",1000,TUNIS RP (VILLE),TUNIS,MEDECIN DENTISTE,APC,APC,باجة,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
SGHAIER EL HACHANI,EL HACHANI,SGHAIER,54 rue du sahel,1009,EL OUERDIA,TUNIS,GYNECOLOGIE-OBSTETRIQUE,CABINET MEDICAL INDIVIDUEL,NON,القيروان,EL OUERDIA (Bellevue),الوردية (بلڤو),EL OUERDIA,36.775,10.1886
BEN FRADJ EP FARAH ZENATI,ZENATI,BEN FRADJ EP FARAH,1 BIS RUE OUED TESSA,2014,MEGRINE RIADH,BEN AROUS,MEDECINE GENERALE,OFFICINE DE JOUR,NON,نابل,MEGRINE (Cite Founiz),مقرين (حي فونيز),MEGRINE,36.789,10.252
LESSAAD CHIKHAOUI,CHIKHAOUI,LESSAAD,"RESIDENCE EMRAUDE IMMEUBLE""G""1ER ETAGE N° 12 AVN MONGI SLIM",2045,CITE M'HIRI,TUNIS,DERMATOLOGIE,CABINET DE KINESITHERAPIE,NON,زغوان,LA MARSA (Cite El Mhiri),المرسى (حي المهيري),LA MARSA,36.8775,10.3275
SOFIENNE KARAOUI,KARAOUI,SOFIENNE,"7, RUE 18 JANVIER 1952 APP. 11",1001,TUNIS REPUBLIQUE,TUNIS,MEDECIN DENTISTE,CABINET DE KINESITHERAPIE,NON,سليانة,BAB BHAR (Republique),باب بحر (الجمهورية),BAB BHAR,36.7981,10.1803
HEND RYM BLAGUI,BLAGUI,HEND RYM,72 AV. HABIB BOURGUIBA,7080,MENZEL JEMIL,BIZERTE,PEDIATRIE,CABINET MEDICAL INDIVIDUEL,NON,زغوان,MENZEL JEMIL (Cite Bir Remel),منزل جميل (حي بئر الرمل),MENZEL JEMIL,37.2305,9.9108
MED FAOUZI NAIMA,NAIMA,MED FAOUZI,"AVE LEOPLD SENGHOR N°100 IMM EL WIFEK APP A21, 2EME ETAGE",4000,SOUSSE MEDINA,SOUSSE,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,القيروان,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
SADIKA dorsaf,dorsaf,SADIKA,"2, Rue du Destour Place du Marché",2040,RADèS VILLE,BEN AROUS,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,المهدية,RADES (Chouchet Rades),رادس (شوشة رادس),RADES,36.805,10.295
MOHAMED SLIM TABENA,TABENA,MOHAMED SLIM,CLINIQUE IBN ROCHD,8000,NABEUL,NABEUL,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,تونس,NABEUL (Ain Kemicha),نابل (عين كميشة),NABEUL,36.4561,10.7358
HOBALLAH GUENNI,GUENNI,HOBALLAH,GP3 Km 31 - Jebel El Oust,1111,JEBEL OUAST,ZAGHOUAN,GASTRO-ENTEROLOGIE,CABINET MEDICAL INDIVIDUEL,NON,قابس,BIR MCHERGA (Jebel El Oust),بئر مشارقة (جبل الوسط),BIR MCHERGA,36.5167,10.0
ABELKRIM ZAKHAMA EP HLILA,ZAKHAMA EP HLILA,ABELKRIM,"38 Bvd de l'Environnement. Centre médical ""Avicenne"" 5ème étage.",2050,HAMMAM-LIF,BEN AROUS,RADIOLOGIE (DIAGNOSTIC),CABINET MEDICAL INDIVIDUEL,NON,منوبة,HAMMAM LIF (Cite Des Ouvriers),حمام الأنف (حي العمال),HAMMAM LIF,36.728,10.336
MOHAMED MOULDI EL JEDI,EL JEDI,MOHAMED MOULDI,4 RTE DE LA PLAGE,4011,HAMMAM SOUSSE MEDINA,SOUSSE,PHARMACIEN : BACTERIOLOGIE & MICROBIOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,سليانة,HAMMAM SOUSSE (Hammam Sousse),حمام سوسة (حمام سوسة),HAMMAM SOUSSE,35.8592,10.59
 MOHAMED SAIID ME BAKLOUTI,ME BAKLOUTI, MOHAMED SAIID,91 AVENUE 9 AVRIL COMPLEXE ESSOUMOUD BLOC 3 1er ETAGE,1006,TUNIS BAB SOUIKA,TUNIS,PHYSIOTHERAPIE,OFFICINE DE JOUR,NON,جندوبة,BAB SOUIKA (Bab El Akoues),باب سويقة (باب الأقواس),BAB SOUIKA,36.8,10.1667
BEN MOHAMED ZAIBI,ZAIBI,BEN MOHAMED,AV HABIB BOURGUIBA,5020,JEMMAL,MONASTIR,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,بن عروس,JEMMAL (Cite Commerciale 1),جمال (الحي التجاري 1),JEMMAL,35.6,10.75
MOHAMED SAMIR harguem,harguem,MOHAMED SAMIR,N°1 AV. D'ALER,7120,SAKIET,LE KEF,BIOCHIMIE,OFFICINE DE JOUR,NON,تطاوين,SAKIET SIDI YOUSSEF (Cite 8 Fevrier 1),ساقية سيدي يوسف (حي 8 فيفري 1),SAKIET SIDI YOUSSEF,36.5,8.35
ALLAME EL MALLOULI,EL MALLOULI,ALLAME,29 AVENUE DE LA REPUBLIQUE,4070,M'SAKEN,SOUSSE,OPHTALMOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,المنستير,MSAKEN (Msaken),مساكن (مساكن),MSAKEN,35.7275,10.5803
NACEUR WATHEK EP. SAYED,WATHEK EP. SAYED,NACEUR,"27, Avenue Habib Bourguiba",2090,MORNAG,BEN AROUS,ANATOMIE PATHOLOGIQUE,CABINET MEDICAL INDIVIDUEL,NON,أريانة,MORNAG (Ahmed Zaied),مرناق (أحمد زايد),MORNAG,36.6783,10.275
OULAYA DASSER,DASSER,OULAYA,23 AVENUE DE L'ENVIRONNEMENT,6100,SILIANA,SILIANA,MEDECIN DENTISTE,APC,APC,القصرين,SILIANA NORD (Cite Cnrps),سليانة الشمالية (حي الصندوق الوطني للتقاعد والحيطة الإجتماعية),SILIANA NORD,36.0833,9.3667
ARBIA KHALFA,KHALFA,ARBIA,CT DE LA GARD AV MAHMOUD EL MATRI,1240,FERIANA,KASSERINE,PHYSIOTHERAPIE,CABINET DE KINESITHERAPIE,NON,أريانة,FERIANA (Cite Cheab),فريانة (حي الشعاب),FERIANA,34.9469,8.5867
MOHD HABIB JERIDI,JERIDI,MOHD HABIB,CENTRE  MEDICAL  EL  FARABI  RUE  CHEIKH  MOHAMED  ZAGHOUANI,2091,EL MENZAH 6,ARIANA,PHARMACIEN D'OFFICINE DE JOUR,CABINET DE KINESITHERAPIE,NON,قابس,ARIANA VILLE (Cite El Intissar 1),أريانة المدينة (حي الإنتصار 1),ARIANA VILLE,36.871532,10.175512
MOEZ LIDINE ALLAH KHOMSI,KHOMSI,MOEZ LIDINE ALLAH,107 avenue jaoudet el hayet sidi salah,2036,LA SOUKRA,ARIANA,PHYSIOTHERAPIE,LABORATOIRE D'ANALYSES,NON,أريانة,LA SOUKRA (Cite Ezzitoun 1),سكرة (حي الزيتون 1),LA SOUKRA,36.885212,10.245301
RIMAH MAACH,MAACH,RIMAH,35 AVENUE DE PARIS,1000,TUNIS RP (VILLE),TUNIS,RADIOLOGIE (DIAGNOSTIC),CABINET DE CHIRURGIE DENTAIRE,NON,سيدي بوزيد,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
MED JAMIL MILI,MILI,MED JAMIL,CITE 18 JANVIER .,2020,SIDI THABET,ARIANA,PHARMACIEN D'OFFICINE DE JOUR,CABINET DE CHIRURGIE DENTAIRE,NON,سوسة,SIDI THABET (Bejaoua 2),سيدي ثابت (بجا��ة 2),SIDI THABET,36.9241,10.061
GUETTARI DASSER,DASSER,GUETTARI,2 AV HEDI CHAKER CITE 18 JANVIER,2041,CITE ETTADHAMEN,ARIANA,OPHTALMOLOGIE,CABINET DE KINESITHERAPIE,NON,جندوبة,ETTADHAMEN (Cite 18 Janvier),التضامن (حي 18 جانفي),ETTADHAMEN,36.8387,10.102
Fattoum DAMEK,DAMEK,Fattoum,AV. DES NATIONS UNIES,8050,HAMMAMET,NABEUL,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,قفصة,HAMMAMET (Chaabet El Mrezga),الحمامات (شعبة المرزڨة),HAMMAMET,36.4,10.6167
SGHAIER HADHRI SLIMANE,HADHRI SLIMANE,SGHAIER,22 AVENUE 20 MARS 1ER ETAGE D3,2074,EL MOUROUJ I,BEN AROUS,MEDECIN DENTISTE,APC,APC,الكاف,EL MOUROUJ (Cite El Bochra),المروج (حي البشرى),EL MOUROUJ,36.7405,10.2042
SAMIA  NAJAH SAYHI,SAYHI,SAMIA  NAJAH,AVE HABIB BOURGUIBA IMM BOUGUEZZI APPT N 1,4081,ZAOUIET SOUSSE,SOUSSE,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,أريانة,SOUSSE RIADH (Zaouiet Sousse),سوسة الرياض (زاوية سوسة),SOUSSE RIADH,35.8269,10.63
MAKREM GHARBI,GHARBI,MAKREM,80 . AV .15 OCTOBRE 1961 1 Etage.1009 EL OUARDIA,1009,EL OUERDIA,TUNIS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,بنزرت,EL OUERDIA (Bellevue),الوردية (بلڤو),EL OUERDIA,36.775,10.1886
SADOK KAMEL BARKAOUI,BARKAOUI,SADOK KAMEL,JEBENIANA,3080,JEBENIANA,SFAX,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,صفاقس,JEBENIANA (Ain El Ghezal),جبنيانة (عين الغزال),JEBENIANA,35.0333,10.9
SALMEN BOUJEDAI,BOUJEDAI,SALMEN,RTE MHARZA KM 4 N° 350,3052,CITE EL HABIB,SFAX,PHARMACIEN D'OFFICINE DE JOUR,MINISTERE DE L'INTERIEUR,NON,سوسة,SFAX EST (Cite De La Sante),صفاقس الشرقية (حي الصحة),SFAX EST,34.7406,10.76
MOHAMED  BECHIR EL HAMZAOUI,EL HAMZAOUI,MOHAMED  BECHIR,CENTRE EL FARABI 3eme ETAGE APP .13,2091,EL MENZAH 6,ARIANA,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,القصرين,ARIANA VILLE (Cite El Intissar 1),أريانة المدينة (حي الإنتصار 1),ARIANA VILLE,36.871532,10.175512
NOUHA JAIEM,JAIEM,NOUHA,RUE DE BIZERTE,5070,KSAR HELLAL,MONASTIR,MEDECINE GENERALE,CABINET DE CHIRURGIE DENTAIRE,NON,سوسة,KSAR HELAL (Cite Bir Ali Hellal),قصر هلال (حي بئر علي هلال),KSAR HELAL,35.6439,10.8906
KMAR NEMRI,NEMRI,KMAR,COMPLEXE MEDICAL HARRATH AV MOHD ALI HAMMI 2 ETAGE,2100,GAFSA,GAFSA,CHIRURGIE ORTHOPEDIQUE,CABINET DE RADIOLOGIE,NON,سوسة,GAFSA SUD (Cite Bayech),قفصة الجنوبية (حي البياش),GAFSA SUD,34.415,8.78
MEKKI HAFFANI,HAFFANI,MEKKI,AV  DE  LA  REPUBLIQUE  BORJ  KHEFACHA 02  ETG 01  APP B1-5,5000,MONASTIR,MONASTIR,PEDIATRIE,CABINET MEDICAL INDIVIDUEL,NON,قابس,MONASTIR (Monastir),المنستير (المنستير),MONASTIR,35.7644,10.8
HEKMI ZELLAMA,ZELLAMA,HEKMI,AVENUE DES MARTYRS IMM SOMAI EL MOUROUJ 3,2074,EL MOUROUJ I,BEN AROUS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,القيروان,EL MOUROUJ (Cite El Bochra),المروج (حي البشرى),EL MOUROUJ,36.7405,10.2042
RIMEH CHLIOUI,CHLIOUI,RIMEH,"CENTRE MEDICAL ""CHIFA"" AV DE LA LIBERTE",8070,KORBA,NABEUL,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,سيدي بوزيد,KORBA (Beni Aichoun),قربة (بني عيشون),KORBA,36.5667,10.8667
SOUFIANE KHARMACHI,KHARMACHI,SOUFIANE,AV   FARHAT   HACHED  OULED AMOR,4116,DJERBA MIDOUN,MEDENINE,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,المنستير,MIDOUN (Aghir),ميدون (أغير),MIDOUN,33.8042,10.9725
KESKES BEN  ABDALLAH,BEN  ABDALLAH,KESKES,CENTRE URBAIN NORD IMM LE PALACE BLOC A 4 EME ETAGE APP 4-4-1 TUNIS 1082,1082,CITE MAHRAJENE,TUNIS,MEDECIN DENTISTE,OFFICINE DE JOUR,NON,المهدية,EL MENZAH (Cite Caravelles),المنزه (حي كارافال),EL MENZAH,36.8528,10.1703
AZIZ JDIR,JDIR,AZIZ,ROUTE DE BORJ EL AMRI . EL BATTAN,2010,MANOUBA,MANOUBA,MEDECIN DENTISTE,OFFICINE DE JOUR,NON,بن عروس,MANNOUBA (La Mannouba),منوبة (منوبة),MANNOUBA,36.8097,10.0928
ANAYETTE KHATTECH,KHATTECH,ANAYETTE,RUE ALI  IBN ZIED 3 éme ETAGE,9000,BEJà VILLE,BEJA,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,سوسة,BEJA NORD (Cite Pont Trageon),باجة الشمالية (حي جسر طراجيون),BEJA NORD,36.7256,9.1817
NOURELHOUDA CHEHAIDAR,CHEHAIDAR,NOURELHOUDA,"""Centre Médical Messelmani"" Avenue Ali Belhouane 2ème étage Cabinet N°5",8090,KELIBIA OUEST,NABEUL,NEPHROLOGIE,APC,APC,سيدي بوزيد,KELIBIA (Cite Afh),قليبية (حي الوكالة العقارية للسكنى),KELIBIA,36.8472,11.0944
chouaib gattoufi,gattoufi,chouaib,28 rue mosbah jarbou el manar 2,1013,EL MENZAH 9,TUNIS,CHIRURGIE CARDIO-VASCULAIRE & PERIPHERIQUE,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,EL MENZAH (El Menzah 9),المنزه (المنزه 9),EL MENZAH,36.8528,10.1703
NAIMA JOMNI,JOMNI,NAIMA,67 AV ALI BALAHOUANE,3000,SFAX B DIWAN,SFAX,MEDECINE GENERALE,CABINET DE KINESITHERAPIE,NON,سوسة,SFAX VILLE (Ain Charfi),صفاقس المدينة (عين الشرفي),SFAX VILLE,34.7406,10.76
BEN GHOZZIA JRIBI,JRIBI,BEN GHOZZIA,ROUTE GREMDA KM 0.5 IMM. IBN ZOHR N°A61,3027,SFAX JADIDA,SFAX,OPHTALMOLOGIE,CABINET DE KINESITHERAPIE,NON,تونس,SFAX VILLE (Sfax El Jadida),صفاقس المدينة (صفاقس الجديدة),SFAX VILLE,34.7406,10.76
AMENE ABDELMOULAH,ABDELMOULAH,AMENE,AVENUE FARHAT HACHED SILIANA,6100,SILIANA,SILIANA,GYNECOLOGIE-OBSTETRIQUE,LABORATOIRE D'ANALYSES,NON,القصرين,SILIANA NORD (Cite Cnrps),سليانة الشمالية (حي الصندوق الوطني للتقاعد والحيطة الإجتماعية),SILIANA NORD,36.0833,9.3667
IKRAM HADDOU,HADDOU,IKRAM,19 AV. 18 JANVIER .,2080,ARIANA MEDINA,ARIANA,PHYSIOTHERAPIE,CABINET DE KINESITHERAPIE,NON,باجة,ARIANA VILLE (Ariana),أريانة المدينة (أريانة),ARIANA VILLE,36.861327,10.19168
SALMEN BRAIK,BRAIK,SALMEN,567 AV 7 NOVEMBRE CITE 2 MARS CITE ETTADHAMEN,2041,CITE ETTADHAMEN,ARIANA,MEDECINE PHYSIQUE,CABINET MEDICAL INDIVIDUEL,NON,تطاوين,ETTADHAMEN (Cite 18 Janvier),التضامن (حي 18 جانفي),ETTADHAMEN,36.8387,10.102
RACHID MAHDHAOUI GAIEB,GAIEB,RACHID MAHDHAOUI,AV. LEOPOLD SENGHOR IMM. EL WIFAC BLOC A PLACE DU MAGHREB ARABE,4000,SOUSSE MEDINA,SOUSSE,CARDIOLOGIE,APC,APC,صفاقس,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
GHIZLANE FAIDI,FAIDI,GHIZLANE,118 AV . Ibn Khaldoun . Riadh Landaous,2080,ARIANA MEDINA,ARIANA,MEDECIN DENTISTE,OFFICINE DE JOUR,NON,المنستير,ARIANA VILLE (Ariana),أريانة المدينة (أريانة),ARIANA VILLE,36.861327,10.19168
BELGECEM EL GHAK,EL GHAK,BELGECEM,BOULEVARD DE L'ENVIRONNEMENT,8024,TAZARKA,NABEUL,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,أريانة,KORBA (Cite Sidi Amor),قربة (حي سيدي عمر),KORBA,36.5667,10.8667
TOUHAMI GUERDRIA,GUERDRIA,TOUHAMI,C H U MAHDIA,5100,MAHDIA,MAHDIA,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,باجة,MAHDIA (Cite Afh),المهدية (حي الوكالة العقارية للسكنى),MAHDIA,35.5044,11.0567
MOHAMED ACHREF MAYNA,MAYNA,MOHAMED ACHREF,19 Av. de l'Environnement,2034,EZZAHRA,BEN AROUS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,منوبة,EZZAHRA (Cite 18 Janvier),الزهراء (حي 18 جانفي),EZZAHRA,36.743,10.308
MOHAMED ANWAR OUANANE DAHMANI,OUANANE DAHMANI,MOHAMED ANWAR,79 AVENUE DE LA REPUBLIQUE,2033,MEGRINE,BEN AROUS,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,قبلي,MEGRINE (Megrine),مقرين (مقرين),MEGRINE,36.7836,10.232
RAFIA BORGI,BORGI,RAFIA,"""Maghreb Médical"" Rue de Roi Abdelaziz Al Saoud -2092 El Manar III Tunis",2092," EL MANAR (I, II, III)",TUNIS,GASTRO-ENTEROLOGIE,CABINET MEDICAL INDIVIDUEL,NON,القصرين,EL MENZAH (Cite Des Medecins),المنزه (حي الأطباء),EL MENZAH,36.8528,10.1703
TEMIMA BELMABROUK,BELMABROUK,TEMIMA,CENTRE DE MATERNITE ET NEONATOLOGIE LA RABTA,1007,TUNIS JEBBARI,TUNIS,MEDECINE GENERALE,APC,APC,مدنين,ESSIJOUMI (El Mellassine),السيجومي (الملاسين),ESSIJOUMI,36.7833,10.15
MOHAMED MAJED JEDIDI EP KAMMOUN,JEDIDI EP KAMMOUN,MOHAMED MAJED,Avenue Habib Bourguiba - Hammam Zriba,1152,HAMMAM ZRIBA,ZAGHOUAN,MEDECINE GENERALE,CABINET DE KINESITHERAPIE,NON,جندوبة,HAMMAM ZRIBA (Cite Du Lycee),حمام الزريبة (حي المعهد),HAMMAM ZRIBA,36.3667,10.1167
BEL HADJALI DAABEK,DAABEK,BEL HADJALI,"RUE IBN ABI DHIEF RESIDENCE ""JUMEAUX""",6100,SILIANA,SILIANA,ANESTHESIE & ANESTHESIE REANIMATION,CABINET MEDICAL INDIVIDUEL,NON,تونس,SILIANA NORD (Cite Cnrps),سليانة الشمالية (حي الصندوق الوطني للتقاعد والحيطة الإجتماعية),SILIANA NORD,36.0833,9.3667
NIZAR WIDED,WIDED,NIZAR,IMM. EL MANAR AV. HABIB  THAMEUR,3000,SFAX B DIWAN,SFAX,GYNECOLOGIE-OBSTETRIQUE,OFFICINE DE JOUR,NON,سليانة,SFAX VILLE (Ain Charfi),صفاقس المدينة (عين الشرفي),SFAX VILLE,34.7406,10.76
MOHAMED HEDI MALEK KMANTAR,KMANTAR,MOHAMED HEDI MALEK,AV. HABIB BOURGUIBA DERRIERE SKANES MEUBLES SKANES,5000,MONASTIR,MONASTIR,MEDECIN DENTISTE,CABINET DE KINESITHERAPIE,NON,منوبة,MONASTIR (Monastir),المنستير (المنستير),MONASTIR,35.7644,10.8
STA CHOUKAIER,CHOUKAIER,STA,BOULVARD  7 NOVEMBRE,7000,BIZERTE,BIZERTE,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,منوبة,BIZERTE NORD (Bizerte),بنزرت الشمالية (بنزرت),BIZERTE NORD,37.2744,9.8739
Mohamed Talel LABBENE,LABBENE,Mohamed Talel,13 AVENUE 9 AVRIL RTE MATEUR KM 6 EN FACE USINE DE LIEGE,2010,MANOUBA,MANOUBA,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,قفصة,MANNOUBA (La Mannouba),منوبة (منوبة),MANNOUBA,36.8097,10.0928
ZRIG LAMOURI,LAMOURI,ZRIG,"143, AVENUE 20 MARS",8170,BOUSALEM,JENDOUBA,MEDECIN DENTISTE,LABORATOIRE D'ANALYSES,NON,سوسة,BOU SALEM (Beni Mhamed),بوسالم (بني امحمد),BOU SALEM,36.617,8.967
ELYES BEN OMRANE,BEN OMRANE,ELYES,RUE DE L ENVIRONNEMENT,4040,SIDI BOU ALI,SOUSSE,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,تونس,SIDI BOU ALI (Cite El Bassatine),سيدي بوعلي (حي البساتين),SIDI BOU ALI,35.9833,10.4667
ABRAR BAAZIZ,BAAZIZ,ABRAR,03  RUE  DE  GOLF,9100,SIDI BOUZID,SIDI BOUZID,MEDECINE GENERALE,CABINET DE CHIRURGIE DENTAIRE,NON,نابل,SIDI BOUZID EST (Dhraa),سيدي بوزيد الشرقية (الذراع),SIDI BOUZID EST,35.0372,9.4853
NAJDA DABABI,DABABI,NAJDA,RUE HAMZA IBN ABDOUL MOTTALIB,5100,MAHDIA,MAHDIA,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,بنزرت,MAHDIA (Cite Afh),المهدية (حي الوكالة العقارية للسكنى),MAHDIA,35.5044,11.0567
